antibiotic	measurement_value	resistant_phenotype	evidence	genome_id	genome_name	laboratory_typing_method	taxon_id	measurement_sign	measurement_unit
cefazolin	64	Resistant	Laboratory Method	470.7541	Acinetobacter baumannii strain MRSN15068	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7624	Acinetobacter baumannii strain MRSN7137	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7711	Acinetobacter baumannii strain MRSN7259	Broth dilution	470	>	mg/L
cefepime		Resistant	Laboratory Method	470.6227	Acinetobacter baumannii strain AB_085	Disk diffusion	470		
doxycycline		Resistant	Laboratory Method	470.6217	Acinetobacter baumannii strain AB_145	Disk diffusion	470		
tetracycline	8	Resistant	Laboratory Method	470.7931	Acinetobacter baumannii strain MRSN7576	Broth dilution	470	>	mg/L
imipenem		Resistant	Laboratory Method	470.6234	Acinetobacter baumannii strain AB_020	Disk diffusion	470		
ampicillin/sulbactam	16/8	Resistant	Laboratory Method	470.7505	Acinetobacter baumannii strain MRSN11811	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.8052	Acinetobacter baumannii strain MRSN7798	Broth dilution	470	>	mg/L
ceftriaxone		Resistant	Laboratory Method	470.16267	Acinetobacter baumannii BAL_353	Disk diffusion	470		
nitrofurantoin	512	Resistant	Laboratory Method	470.7620	Acinetobacter baumannii strain MRSN7131	Broth dilution	470	>=	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7664	Acinetobacter baumannii strain MRSN7189	Broth dilution	470	>	mg/L
imipenem		Resistant	Laboratory Method	470.712	Acinetobacter baumannii ABUH66241		470		
cefotaxime	32	Resistant	Laboratory Method	470.7802	Acinetobacter baumannii strain MRSN7382	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7789	Acinetobacter baumannii strain MRSN7366	Broth dilution	470	>	mg/L
streptomycin		Resistant	Laboratory Method	470.1756	Acinetobacter baumannii strain A85	Disk diffusion	470		
nalidixic acid		Resistant	Laboratory Method	470.24295	Acinetobacter baumannii MGL_Ab_4	Disk diffusion	470		
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.627	Acinetobacter baumannii ABUH588663		470		
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7678	Acinetobacter baumannii strain MRSN7220	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	2/38	Resistant	Laboratory Method	470.7793	Acinetobacter baumannii strain MRSN7372	Broth dilution	470	>	mg/L
rifampin		Resistant	Laboratory Method	470.24279	Acinetobacter baumannii MGL_165	Disk diffusion	470		
meropenem	8	Resistant	Laboratory Method	470.4701	Acinetobacter baumannii strain AR_0056	Broth dilution	470	>	mg/L
tetracycline	32	Resistant	Laboratory Method	470.7379	Acinetobacter baumannii strain FDA-CDC-AR_0279	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7467	Acinetobacter baumannii strain MRSN11750	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7972	Acinetobacter baumannii strain MRSN7649	Broth dilution	470	>=	mg/L
amikacin	32	Resistant	Laboratory Method	470.7617	Acinetobacter baumannii strain MRSN7128	Broth dilution	470	>	mg/L
cefepime		Resistant	Laboratory Method	470.748	Acinetobacter baumannii ABUH24366		470		
tobramycin	8	Resistant	Laboratory Method	470.7634	Acinetobacter baumannii strain MRSN7149	Broth dilution	470	>	mg/L
ampicillin/sulbactam	16/8	Resistant	Laboratory Method	470.7637	Acinetobacter baumannii strain MRSN7154	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7780	Acinetobacter baumannii strain MRSN7356	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7679	Acinetobacter baumannii strain MRSN7221	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.8016	Acinetobacter baumannii strain MRSN7717	Broth dilution	470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7966	Acinetobacter baumannii strain MRSN7642	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7854	Acinetobacter baumannii strain MRSN7460	Broth dilution	470	>=	mg/L
ceftriaxone		Resistant	Laboratory Method	470.6231	Acinetobacter baumannii strain AB_036	Disk diffusion	470		
ceftriaxone		Resistant	Laboratory Method	470.6246	Acinetobacter baumannii strain AB_025	Disk diffusion	470		
gentamicin		Resistant	Laboratory Method	470.6186	Acinetobacter baumannii strain AB_397	Disk diffusion	470		
ciprofloxacin	2	Resistant	Laboratory Method	470.7779	Acinetobacter baumannii strain MRSN7355	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.687	Acinetobacter baumannii ABUH81364		470		
tobramycin	8	Resistant	Laboratory Method	470.7788	Acinetobacter baumannii strain MRSN7365	Broth dilution	470	>	mg/L
gentamicin	16	Resistant	Laboratory Method	470.2271	Acinetobacter baumannii strain CCF24		470	>=	mg/L
amikacin		Resistant	Laboratory Method	470.6224	Acinetobacter baumannii strain AB_098	Disk diffusion	470		
aztreonam	16	Resistant	Laboratory Method	470.8002	Acinetobacter baumannii strain MRSN7697	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7500	Acinetobacter baumannii strain MRSN11801	Broth dilution	470	>	mg/L
streptomycin		Resistant	Laboratory Method	470.1743	Acinetobacter baumannii strain J1	Disk diffusion	470		
tetracycline		Resistant	Laboratory Method	470.22914	Acinetobacter baumannii MGL_74	Disk diffusion	470		
ciprofloxacin	2	Resistant	Laboratory Method	470.7449	Acinetobacter baumannii strain MRSN11723	Broth dilution	470	>	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7765	Acinetobacter baumannii strain MRSN7338	Broth dilution	470	>	mg/L
ampicillin		Resistant	Laboratory Method	470.22910	Acinetobacter baumannii MGL_112	Disk diffusion	470		
aztreonam	16	Resistant	Laboratory Method	470.7460	Acinetobacter baumannii strain MRSN11742	Broth dilution	470	>	mg/L
levofloxacin	8	Resistant	Laboratory Method	470.7575	Acinetobacter baumannii strain MRSN2441	Broth dilution	470	>=	mg/L
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.1405	Acinetobacter baumannii strain D36	Disk diffusion	470		
ceftazidime	16	Resistant	Laboratory Method	470.7907	Acinetobacter baumannii strain MRSN7535	Broth dilution	470	>	mg/L
imipenem	64	Resistant	Laboratory Method	470.7402	Acinetobacter baumannii strain FDA-CDC-AR_0302	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.8008	Acinetobacter baumannii strain MRSN7707	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7940	Acinetobacter baumannii strain MRSN7590	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7436	Acinetobacter baumannii strain MRSN11705	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.8047	Acinetobacter baumannii strain MRSN7790	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7751	Acinetobacter baumannii strain MRSN7314	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.8040	Acinetobacter baumannii strain MRSN7769	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7693	Acinetobacter baumannii strain MRSN7238	Broth dilution	470	>=	mg/L
ciprofloxacin	8	Resistant	Laboratory Method	470.2265	Acinetobacter baumannii strain CCF2		470	>=	mg/L
meropenem	16	Resistant	Laboratory Method	470.7344	Acinetobacter baumannii strain 329	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7527	Acinetobacter baumannii strain MRSN15037	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7528	Acinetobacter baumannii strain MRSN15038	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.8071	Acinetobacter baumannii strain MRSN7834	Broth dilution	470	>=	mg/L
amikacin	32	Resistant	Laboratory Method	470.7973	Acinetobacter baumannii strain MRSN7653	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7654	Acinetobacter baumannii strain MRSN7171	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7839	Acinetobacter baumannii strain MRSN7434	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7820	Acinetobacter baumannii strain MRSN7405	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7981	Acinetobacter baumannii strain MRSN7667	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7929	Acinetobacter baumannii strain MRSN7571	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7881	Acinetobacter baumannii strain MRSN7492	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7936	Acinetobacter baumannii strain MRSN7582	Broth dilution	470	>=	mg/L
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.754	Acinetobacter baumannii ABUH24357		470		
cefotaxime	32	Resistant	Laboratory Method	470.7906	Acinetobacter baumannii strain MRSN7532	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7831	Acinetobacter baumannii strain MRSN7416	Broth dilution	470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7647	Acinetobacter baumannii strain MRSN7164	Broth dilution	470	>=	mg/L
amikacin	32	Resistant	Laboratory Method	470.7455	Acinetobacter baumannii strain MRSN11735	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7825	Acinetobacter baumannii strain MRSN7410	Broth dilution	470	>=	mg/L
gentamicin		Resistant	Laboratory Method	470.16343	Acinetobacter baumannii 300_n	Disk diffusion	470		
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.24336	Acinetobacter baumannii MGL_77	Disk diffusion	470		
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.6242	Acinetobacter baumannii strain AB_077	Disk diffusion	470		
meropenem		Resistant	Laboratory Method	470.757	Acinetobacter baumannii ABUH24354		470		
gentamicin	8	Resistant	Laboratory Method	470.7697	Acinetobacter baumannii strain MRSN7243	Broth dilution	470	>	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7604	Acinetobacter baumannii strain MRSN7111	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7904	Acinetobacter baumannii strain MRSN7526	Broth dilution	470	>=	mg/L
cefepime		Resistant	Laboratory Method	470.6203	Acinetobacter baumannii strain AB_172	Disk diffusion	470		
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7536	Acinetobacter baumannii strain MRSN15048	Broth dilution	470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7801	Acinetobacter baumannii strain MRSN7381	Broth dilution	470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7655	Acinetobacter baumannii strain MRSN7172	Broth dilution	470	>=	mg/L
gentamicin	16	Resistant	Laboratory Method	470.7688	Acinetobacter baumannii strain MRSN7232	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7511	Acinetobacter baumannii strain MRSN11820	Broth dilution	470	>	mg/L
ciprofloxacin	4	Resistant	Laboratory Method	470.7954	Acinetobacter baumannii strain MRSN7617	Broth dilution	470	>=	mg/L
gentamicin		Resistant	Laboratory Method	470.16264	Acinetobacter baumannii BAL_346	Disk diffusion	470		
nitrofurantoin	512	Resistant	Laboratory Method	470.7570	Acinetobacter baumannii strain MRSN1998	Broth dilution	470	>=	mg/L
ampicillin	16	Resistant	Laboratory Method	470.7516	Acinetobacter baumannii strain MRSN11826	Broth dilution	470	=	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.8020	Acinetobacter baumannii strain MRSN7723	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7465	Acinetobacter baumannii strain MRSN11748	Broth dilution	470	>=	mg/L
rifampin		Resistant	Laboratory Method	470.24293	Acinetobacter baumannii MGL_Ab_6	Disk diffusion	470		
ceftriaxone	64	Resistant	Laboratory Method	470.8083	Acinetobacter baumannii strain MRSN890	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7524	Acinetobacter baumannii strain MRSN1449	Broth dilution	470	>	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7997	Acinetobacter baumannii strain MRSN7689	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.6219	Acinetobacter baumannii strain AB_115	Disk diffusion	470		
cefoxitin	64	Resistant	Laboratory Method	470.7835	Acinetobacter baumannii strain MRSN7420	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	2/38	Resistant	Laboratory Method	470.7744	Acinetobacter baumannii strain MRSN7305	Broth dilution	470	>	mg/L
imipenem		Resistant	Laboratory Method	470.16205	Acinetobacter baumannii BAL_106	Disk diffusion	470		
cefepime	64	Resistant	Laboratory Method	470.8112	Acinetobacter baumannii strain not applicable	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7977	Acinetobacter baumannii strain MRSN7658	Broth dilution	470	>	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7808	Acinetobacter baumannii strain MRSN7389	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7996	Acinetobacter baumannii strain MRSN7686	Broth dilution	470	>	mg/L
levofloxacin		Resistant	Laboratory Method	470.661	Acinetobacter baumannii ABUH384444		470		
piperacillin	128	Resistant	Laboratory Method	470.2285	Acinetobacter baumannii strain CCF55		470	>=	mg/L
aztreonam	64	Resistant	Laboratory Method	470.8084	Acinetobacter baumannii strain MRSN8900	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.4786	Acinetobacter baumannii strain AR_0101	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.22914	Acinetobacter baumannii MGL_74	Disk diffusion	470		
carbenicillin		Resistant	Laboratory Method	470.22924	Acinetobacter baumannii MGL_168	Disk diffusion	470		
ceftriaxone	32	Resistant	Laboratory Method	470.1561	Acinetobacter baumannii strain MRSN4119	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7587	Acinetobacter baumannii strain MRSN7069	Broth dilution	470	>	mg/L
cefepime	32	Resistant	Laboratory Method	470.2844	Acinetobacter baumannii strain AR_0037	Broth dilution	470	>	mg/L
cefepime	64	Resistant	Laboratory Method	470.8112	Acinetobacter baumannii strain not applicable	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7681	Acinetobacter baumannii strain MRSN7223	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7931	Acinetobacter baumannii strain MRSN7576	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7728	Acinetobacter baumannii strain MRSN7284	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.8007	Acinetobacter baumannii strain MRSN7706	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7534	Acinetobacter baumannii strain MRSN15046	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7930	Acinetobacter baumannii strain MRSN7574	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7383	Acinetobacter baumannii strain FDA-CDC-AR_0283	Broth dilution	470	>	mg/L
levofloxacin		Resistant	Laboratory Method	470.6238	Acinetobacter baumannii strain AB_102	Disk diffusion	470		
gentamicin	16	Resistant	Laboratory Method	470.7578	Acinetobacter baumannii strain MRSN2839	Broth dilution	470	>=	mg/L
imipenem		Resistant	Laboratory Method	470.6215	Acinetobacter baumannii strain AB_126	Disk diffusion	470		
ciprofloxacin		Resistant	Laboratory Method	470.16344	Acinetobacter baumannii 306_n	Disk diffusion	470		
meropenem	8	Resistant	Laboratory Method	470.7849	Acinetobacter baumannii strain MRSN7454	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7978	Acinetobacter baumannii strain MRSN7659	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.8008	Acinetobacter baumannii strain MRSN7707	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.627	Acinetobacter baumannii ABUH588663		470		
imipenem		Resistant	Laboratory Method	470.6184	Acinetobacter baumannii strain AB_186	Disk diffusion	470		
gentamicin	8	Resistant	Laboratory Method	470.7745	Acinetobacter baumannii strain MRSN7306	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7734	Acinetobacter baumannii strain MRSN7293	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7875	Acinetobacter baumannii strain MRSN7485	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.6213	Acinetobacter baumannii strain AB_161	Disk diffusion	470		
doxycycline		Resistant	Laboratory Method	470.24287	Acinetobacter baumannii MGL_Ab_14	Disk diffusion	470		
tobramycin	16	Resistant	Laboratory Method	470.2302	Acinetobacter baumannii strain CCF69		470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7603	Acinetobacter baumannii strain MRSN7108	Broth dilution	470	>	mg/L
ciprofloxacin	4	Resistant	Laboratory Method	470.1557	Acinetobacter baumannii strain MRSN15084	Broth dilution	470	>=	mg/L
piperacillin/tazobactam		Resistant	Laboratory Method	470.8390	Acinetobacter baumannii strain Pesh-29		470		
tetracycline		Resistant	Laboratory Method	470.22915	Acinetobacter baumannii 20200622_MGL_62	Disk diffusion	470		
cefoxitin	64	Resistant	Laboratory Method	470.7696	Acinetobacter baumannii strain MRSN7241	Broth dilution	470	>=	mg/L
imipenem	8	Resistant	Laboratory Method	470.7634	Acinetobacter baumannii strain MRSN7149	Broth dilution	470	>	mg/L
nalidixic acid		Resistant	Laboratory Method	470.22924	Acinetobacter baumannii MGL_168	Disk diffusion	470		
tobramycin	16	Resistant	Laboratory Method	470.2265	Acinetobacter baumannii strain CCF2		470	>=	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7640	Acinetobacter baumannii strain MRSN7157	Broth dilution	470	>	mg/L
tobramycin	8	Resistant	Laboratory Method	470.8096	Acinetobacter baumannii strain MRSN916	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7928	Acinetobacter baumannii strain MRSN7570	Broth dilution	470	>	mg/L
tobramycin	8	Resistant	Laboratory Method	470.7573	Acinetobacter baumannii strain MRSN2024	Broth dilution	470	>	mg/L
amikacin	32	Resistant	Laboratory Method	470.7426	Acinetobacter baumannii strain MRSN11680	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7744	Acinetobacter baumannii strain MRSN7305	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7961	Acinetobacter baumannii strain MRSN7631	Broth dilution	470	>	mg/L
imipenem	16	Resistant	Laboratory Method	470.7464	Acinetobacter baumannii strain MRSN11747	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7490	Acinetobacter baumannii strain MRSN11781	Broth dilution	470	>	mg/L
doxycycline		Resistant	Laboratory Method	470.6178	Acinetobacter baumannii strain AB_364	Disk diffusion	470		
aztreonam	64	Resistant	Laboratory Method	470.7500	Acinetobacter baumannii strain MRSN11801	Broth dilution	470	>=	mg/L
